;Unnamed: 0.1;Unnamed: 0;Open;High;Low;Close;Volume;Timestamp;Delta;Volatility;AvgVolatility;Momentum;positive_sentiment
0;0;0;61.20399856567383;61.27849960327149;59.83675003051758;60.5724983215332;43508000;2020-04-09;-0.631500244140625;0.0;0.0;0.0;0.4694501018329939
1;1;1;60.45899963378906;61.0255012512207;59.37990188598633;60.87799835205078;34796000;2020-04-13;0.4189987182617187;-0.0050435435054356;0.0;1.0;0.4233301975540922
2;2;2;62.25450134277344;64.10350036621094;61.84650039672852;63.46149826049805;49408000;2020-04-14;1.2069969177246094;-0.0424373333286546;0.0;1.0;0.4868721461187215
3;3;3;62.28049850463867;64.02300262451172;62.02000045776367;63.12350082397461;33434000;2020-04-15;0.8430023193359375;0.0053260235857656;0.0;0.0;0.5059602649006623
4;4;4;63.70500183105469;63.95000076293945;62.13100051879883;63.17350006103516;50362000;2020-04-16;-0.5315017700195312;-0.000792085933256;0.0;1.0;0.4338933528122717
5;5;5;64.24250030517578;64.72149658203125;63.561500549316406;64.1624984741211;38980000;2020-04-17;-0.0800018310546875;-0.0156552733682701;0.0;1.0;0.342449464922711
6;6;6;63.54999923706055;64.08000183105469;63.06850051879883;63.33050155639648;33910000;2020-04-20;-0.2194976806640625;0.0129670280539368;-0.0117204425099701;0.0;0.4346349745331069
7;7;7;62.34999847412109;62.7135009765625;60.48550033569336;60.81700134277344;43060000;2020-04-21;-1.5329971313476562;0.0396886200464518;-0.0081183281980956;0.0;0.5504284772577456
8;8;8;62.277000427246094;64.28064727783203;62.09999847412109;63.16049957275391;41848000;2020-04-22;0.8834991455078125;-0.0385336037331431;0.0083068624769256;1.0;0.4540636042402827
9;9;9;63.57749938964844;64.66549682617188;63.28350067138672;63.81549835205078;31324000;2020-04-23;0.2379989624023437;-0.0103703862972519;-0.0004650629868561;1.0;0.4507441530829199
10;10;10;63.05849838256836;64.0199966430664;62.47249984741211;63.96549987792969;32792000;2020-04-24;0.907001495361328;-0.0023505500975859;-0.0023807230596553;1.0;0.4607558139534883
11;11;11;64.80000305175781;64.80750274658203;63.45000076293945;63.79399871826172;32012000;2020-04-27;-1.0060043334960938;0.0026811509328506;0.0002802215944815;0.0;0.4457700650759219
12;12;12;64.39649963378906;64.40249633789062;61.61000061035156;61.68349838256836;59026000;2020-04-28;-2.713001251220703;0.0330830544894061;-0.0017769538297357;0.0;0.484029484029484
13;13;13;67.072998046875;67.99949645996094;66.26699829101562;67.0739974975586;75872000;2020-04-29;0.0009994506835937;-0.0873896464425172;-0.0030980669411448;1.0;0.4462882096069869
14;14;14;66.24400329589844;67.64099884033203;66.12449645996094;67.43299865722656;53378000;2020-04-30;1.188995361328125;-0.0053523149515732;-0.0128692754830196;1.0;0.458684858513355
15;15;15;66.42500305175781;67.60350036621094;65.55000305175781;66.03050231933594;41450000;2020-05-01;-0.394500732421875;0.0207983682443035;-0.0118656612138839;0.0;0.458684858513355
16;16;16;65.4114990234375;66.38300323486328;64.94999694824219;66.33999633789062;30080000;2020-05-04;0.928497314453125;-0.004687137121234;-0.007235877545506;1.0;0.5010555946516537
17;17;17;66.89600372314453;68.6969985961914;66.87300109863281;67.55549621582031;33030000;2020-05-05;0.6594924926757812;-0.0183222783392805;-0.0087095351563229;1.0;0.4614361702127659
18;18;18;68.08450317382812;68.55599975585938;67.364501953125;67.36499786376953;24308000;2020-05-06;-0.7195053100585938;0.0028198793987419;-0.0189906017220603;0.0;0.4617486338797814
19;19;19;68.2969970703125;68.87999725341797;67.76349639892578;68.62799835205078;27952000;2020-05-07;0.3310012817382812;-0.0187486161706021;-0.0009486965538084;1.0;0.4147909967845659
20;20;20;69.15650177001953;69.93800354003906;68.77400207519531;69.41850280761719;27738000;2020-05-08;0.2620010375976562;-0.0115186873367811;-0.0036279567976142;1.0;0.5058461538461538
21;21;21;68.91400146484375;70.82649993896484;68.85759735107422;70.16300201416016;28242000;2020-05-11;1.2490005493164062;-0.0107247949240022;-0.0100913679138312;1.0;0.458684858513355
22;22;22;70.35600280761719;70.75;68.7385025024414;68.78700256347656;27812000;2020-05-12;-1.569000244140625;0.0196114677420144;-0.0112988994743848;0.0;0.458684858513355
23;23;23;68.85250091552734;69.27410125732422;66.41999816894531;67.46649932861328;36252000;2020-05-13;-1.3860015869140625;0.0191969875943456;-0.0037121502581258;0.0;0.458684858513355
24;24;24;66.7509994506836;67.87100219726562;66.19550323486328;67.80650329589844;32062000;2020-05-14;1.0555038452148438;-0.0050395969950816;-0.0004367286190051;1.0;0.458684858513355
25;25;25;67.5;68.7239990234375;66.94999694824219;68.65950012207031;34154000;2020-05-15;1.1595001220703125;-0.0125798674863016;0.002305075216099;1.0;0.458684858513355
26;26;26;68.0875015258789;69.61624908447266;67.7125015258789;69.1969985961914;36448000;2020-05-18;1.1094970703125;-0.0078284647159602;0.0020928391861949;1.0;0.458684858513355
27;27;27;69.349853515625;69.5999984741211;68.67424774169922;68.67424774169922;25612000;2020-05-19;-0.6756057739257812;0.0075545307614102;0.0026721052278033;0.0;0.458684858513355
28;28;28;69.47899627685547;70.52100372314453;69.36250305175781;70.33599853515625;33108000;2020-05-20;0.8570022583007812;-0.0241975827635897;0.0002607178316824;1.0;0.458684858513355
29;29;29;70.4000015258789;70.77449798583984;69.67250061035156;70.13999938964844;27700000;2020-05-21;-0.2600021362304687;0.0027866121131392;-0.0084181962399045;0.0;0.458684858513355
30;30;30;69.83550262451172;70.63800048828125;69.59149932861328;70.52100372314453;26188000;2020-05-22;0.6855010986328125;-0.0054320549873332;-0.0068529544182604;1.0;0.458684858513355
31;31;31;71.8635025024414;72.05000305175781;70.60649871826172;70.85099792480469;41212000;2020-05-26;-1.0125045776367188;-0.0046793747144562;-0.0054233919184667;1.0;0.458684858513355
32;32;32;70.86250305175781;71.08699798583984;69.56449890136719;70.89199829101562;33716000;2020-05-27;0.0294952392578125;-0.0005786843857083;-0.0047935739181659;1.0;0.458684858513355
33;33;33;69.84300231933594;72.04199981689453;69.80000305175781;70.83650207519531;33844000;2020-05-28;0.993499755859375;0.0007828276414567;-0.0064202169475896;0.0;0.4913971094287681
34;34;34;70.84700012207031;71.62850189208984;70.6675033569336;71.44599914550781;36418000;2020-05-29;0.5989990234375;-0.0086042796080684;-0.0014241348665803;1.0;0.4593607305936073
35;35;35;70.91950225830078;71.89800262451172;70.9000015258789;71.59100341796875;24342000;2020-06-01;0.6715011596679688;-0.002029564624964;-0.0037023132108219;1.0;0.4825396825396825
36;36;36;71.52749633789062;71.98049926757812;70.94149780273438;71.96099853515625;25562000;2020-06-02;0.433502197265625;-0.0051681789543773;-0.003021815138348;1.0;0.5405558706749858
37;37;37;71.91500091552734;72.32759857177734;71.48885345458984;71.81900024414062;25124000;2020-06-03;-0.0960006713867187;0.0019732673796383;-0.0031195759863322;0.0;0.4258793969849246
38;38;38;71.5199966430664;71.947998046875;70.23650360107422;70.60900115966797;29686000;2020-06-04;-0.9109954833984376;0.0168478965226388;-0.0026091856332629;0.0;0.371160409556314
39;39;39;70.65850067138672;72.25250244140625;70.30000305175781;71.91950225830078;34698000;2020-06-05;1.2610015869140625;-0.0185599722005609;0.0006038281429734;1.0;0.4763563962170234
40;40;40;71.11699676513672;72.39949798583984;71.11699676513672;72.33049774169922;28084000;2020-06-08;1.2135009765625;-0.005714659730574;-0.001387310375525;1.0;0.3730213351686166
41;41;41;72.26799774169922;73.4000015258789;72.1604995727539;72.80799865722656;28184000;2020-06-09;0.5400009155273438;-0.0066016539417792;-0.002124329396647;1.0;0.4954510993176649
42;42;42;72.97699737548828;73.71295166015625;72.8134994506836;73.2925033569336;30504000;2020-06-10;0.3155059814453125;-0.0066545531897949;-0.0024110243941274;1.0;0.4834710743801653
43;43;43;72.1240005493164;72.72374725341797;70.0999984741211;70.19200134277344;39826000;2020-06-11;-1.9319992065429688;0.0423031261336613;-0.004136588508014;0.0;0.4565099945975148
44;44;44;71.42449951171875;71.8499984741211;69.3010025024414;70.65899658203125;38928000;2020-06-12;-0.7655029296875;-0.0066531118977118;0.0009544574141904;1.0;0.458684858513355
45;45;45;69.54000091552734;71.23999786376953;69.39600372314453;70.99250030517578;30078000;2020-06-15;1.4524993896484375;-0.0047199046020608;0.0033358294747602;1.0;0.4033275960986804
46;46;46;72.26100158691406;72.7509994506836;71.29499816894531;72.13600158691406;34184000;2020-06-16;-0.125;-0.0161073532672142;0.0035347805004628;1.0;0.4781983708672736
47;47;47;72.35800170898438;73.0;71.56900024414062;72.55599975585938;30992000;2020-06-17;0.197998046875;-0.0058223100768798;0.0016336406353758;1.0;0.4656810982048574
48;48;48;72.45800018310547;72.57050323486328;71.35050201416016;71.7979965209961;31638000;2020-06-18;-0.660003662109375;0.0104471475469134;0.0018000892579588;0.0;0.4691428571428571
49;49;49;72.19999694824219;72.38999938964844;71.06749725341797;71.58599853515625;63158000;2020-06-19;-0.6139984130859375;0.0029527005781818;-0.0045711064593906;0.0;0.4420875420875421
50;50;50;71.44999694824219;72.63749694824219;71.1604995727539;72.59300231933594;30848000;2020-06-22;1.14300537109375;-0.0140670494899242;-0.0026499439642119;1.0;0.5533858267716535
51;51;51;72.78199768066406;73.79705047607422;72.26200103759766;73.22049713134766;28596000;2020-06-23;0.4384994506835937;-0.0086440123973847;-0.0045193729417846;1.0;0.5262725779967159
52;52;52;73.07550048828125;73.77100372314453;71.48750305175781;71.59850311279297;35120000;2020-06-24;-1.4769973754882812;0.0221521852773691;-0.0030267047678187;0.0;0.536158631415241
53;53;53;71.49500274658203;72.1449966430664;71.0;72.06649780273438;24610000;2020-06-25;0.5714950561523438;-0.0065363753374026;0.002568194303031;1.0;0.4692493946731235
54;54;54;71.56950378417969;71.67250061035156;67.59950256347656;67.99500274658203;85354000;2020-06-26;-3.574501037597656;0.056496363501625;-0.0008285102738321;0.0;0.3950116009280742
55;55;55;67.90899658203125;69.77999877929688;67.35050201416016;69.74849700927734;36204000;2020-06-29;1.8395004272460933;-0.025788575510918;0.0098802223108565;1.0;0.4954212454212454
56;56;56;69.52200317382812;70.93250274658203;69.197998046875;70.68049621582031;40848000;2020-06-30;1.1584930419921875;-0.0133622837266156;0.0075359171066577;1.0;0.3111563044741429
57;57;57;70.55500030517578;72.1500015258789;70.49099731445312;71.9020004272461;35504000;2020-07-01;1.3470001220703125;-0.0172820548358342;0.0065922628408115;1.0;0.4501845018450184
58;58;58;72.34700012207031;74.14749908447266;72.32099914550781;73.23500061035156;37182000;2020-07-02;0.88800048828125;-0.0185391251312161;-0.0012945851818291;1.0;0.4669678147939017
59;59;59;74.00299835205078;75.32949829101562;73.64299774169922;74.78500366210938;31280000;2020-07-06;0.7820053100585938;-0.021164785127874;-0.0036951351405918;1.0;0.4479895104895104
60;60;60;74.5;75.83999633789062;74.17749786376953;74.25900268554688;29164000;2020-07-07;-0.240997314453125;0.0070335087357761;-0.0192273648664916;0.0;0.4641025641025641
61;61;61;74.71600341796875;75.29399871826172;74.28150177001953;74.80000305175781;24994000;2020-07-08;0.0839996337890625;-0.0072853168861131;-0.0126629480171527;1.0;0.4556798623063683
62;62;62;75.32250213623047;76.13600158691406;74.40425109863281;75.54949951171875;28466000;2020-07-09;0.2269973754882812;-0.0100200057404051;-0.0114475546490522;1.0;0.3736984188198997
63;63;63;75.30750274658203;77.19149780273438;74.8270034790039;77.08699798583984;37126000;2020-07-10;1.7794952392578125;-0.0203508757047769;-0.0099951448299664;1.0;0.4450867052023121
64;64;64;77.5;78.85659790039062;75.26215362548828;75.56700134277344;36928000;2020-07-13;-1.9329986572265625;0.0197179379503871;-0.0103574949446786;0.0;0.5031645569620253
65;65;65;74.5155029296875;76.14749908447266;74.17500305175781;76.02899932861328;31700000;2020-07-14;1.5134963989257812;-0.0061137530619246;-0.0021809503290263;1.0;0.4229437229437229
66;66;66;76.15650177001953;76.7665023803711;74.9000015258789;75.68199920654297;32214000;2020-07-15;-0.4745025634765625;0.0045640495749589;-0.0048104026885665;0.0;0.4874509803921568
67;0;0;173.45193219504208;174.35722212612308;170.08661038118342;170.91317749023438;12231800;2020-04-09;-2.538754704807701;0.0;0.0;0.0;0.7583333333333333
68;1;1;169.5060411544129;169.56509453545013;163.49372228794132;166.288330078125;14043700;2020-04-13;-3.2177110762879124;0.0270596303925929;0.0;0.0;0.3571428571428571
69;2;2;170.32275461706482;172.62534073120025;168.09889132070015;171.8282928466797;9980500;2020-04-14;1.5055382296148707;-0.0333154032273456;0.0;1.0;0.1304347826086956
70;3;3;166.00291700102227;166.65236889861256;162.31286987585946;163.30673217773438;12118700;2020-04-15;-2.6961848232878936;0.0495934664063094;0.0;0.0;0.2727272727272727
71;4;4;164.4383711973334;165.3141419439427;157.24524039964743;159.82334899902344;20308200;2020-04-16;-4.615022198309958;0.0213303097322393;0.0;0.0;0.7777777777777778
72;5;5;166.93774028324978;168.25632864724082;162.31288382521498;166.82949829101562;15375800;2020-04-17;-0.1082419922341557;-0.0438368319514753;0.0;1.0;0.625
73;6;6;164.65486975592725;164.75326203068417;160.59089193587425;161.59458923339844;10505200;2020-04-20;-3.0602805225288137;0.0313787975822205;0.0041662342704641;0.0;0.5454545454545454
74;7;7;159.41006192294773;159.97095638498627;156.60561964244027;157.96356201171875;10562100;2020-04-21;-1.4464999112289831;0.0224699802072904;0.0050300677083896;0.0;0.625
75;8;8;162.02754410543994;165.01893627897522;160.31535650361116;163.9266815185547;14502500;2020-04-22;1.899137413114744;-0.0377499686060102;0.0161871443953168;1.0;0.3529411764705882
76;9;9;165.19606612970935;167.6856171989064;163.5527666304857;163.7200469970703;11411300;2020-04-23;-1.4760191326390384;0.0012605301319479;-0.001281542607147;0.0;0.3684210526315789
77;10;10;165.74712436069447;166.0521659372263;161.38793969311226;164.64503479003906;8391400;2020-04-24;-1.1020895706554086;-0.0056498138739558;-0.0052954985272053;1.0;0.5454545454545454
78;11;11;165.95375758747528;169.59461706626809;165.85536531349214;169.0140380859375;9903300;2020-04-27;3.06028049846222;-0.0265358946382436;0.0023419050882985;1.0;0.1176470588235294
79;12;12;172.20222417455523;172.21205889630767;167.65609026109652;168.51217651367188;8614400;2020-04-28;-3.690047660883352;0.0029693484514608;-0.0092410333557942;0.0;0.4444444444444444
80;13;13;174.02265673443324;179.33631945303043;173.28464718935905;178.8836669921875;12862800;2020-04-29;4.861010257754259;-0.0615474246021275;-0.0131411597069601;1.0;0.6470588235294118
81;14;14;178.8738235877535;178.92302722467196;174.81969615501563;175.8627471923828;11331600;2020-04-30;-3.0110763953706794;0.0168876222776483;-0.0179006509061836;0.0;0.5477359068505576
82;15;15;171.6609877657996;176.76801534495763;171.48387271245636;172.76309204101562;10109600;2020-05-01;1.1021042752160213;0.0176254221024783;-0.0147752324770435;0.0;0.5477359068505576
83;16;16;170.18497915598553;174.1111949042842;168.9746478408839;173.3338165283203;9386200;2020-05-04;3.148837372334782;-0.0033035093350215;-0.0101201852817567;1.0;0.2592592592592592
84;17;17;176.22685208202086;178.2047274569352;175.41011964078993;175.58724975585938;13513000;2020-05-05;-0.63960232616148;-0.0130005400715958;-0.0054737082211123;1.0;0.56
